OFFICIAL_SYMBOL_A,OFFICIAL_SYMBOL_B,EXPERIMENTAL_SYSTEM
ARNT,SIM1,Affinity Capture-Western
ARNT,SIM2,Affinity Capture-Western
ARNT,HIF1A,Affinity Capture-Western
TRAF2,FLNA,Affinity Capture-Western
LBP,CFHR1,Affinity Capture-Western
LBP,APOA1,Affinity Capture-Western
MAP2K4,MAP2K7,Phenotypic Enhancement
BAG1,AR,Reconstituted Complex
KLRD1,HLA-E,Reconstituted Complex
STAT3,ELP2,Two-hybrid
ELP2,STAT1,Reconstituted Complex
ELP2,STAT3,Reconstituted Complex
ELP2,STAT5B,Reconstituted Complex
ELP2,STAT3,Affinity Capture-Western
ELP2,JAK1,Affinity Capture-Western
ELP2,JAK2,Affinity Capture-Western
ELP2,TYK2,Affinity Capture-Western
ELP2,JAK1,Reconstituted Complex
SHC1,RET,Affinity Capture-Western
SHC1,NTRK1,Affinity Capture-Western
GRB2,RET,Reconstituted Complex
PKN3,ARHGAP10,Two-hybrid
PKN3,ARHGAP26,Two-hybrid
ARHGAP26,RHOA,Biochemical Activity
ARHGAP26,CDC42,Biochemical Activity
ARHGAP10,RHOA,Biochemical Activity
ARHGAP10,CDC42,Biochemical Activity
PKN3,ARHGAP26,Affinity Capture-Western
PKN3,ARHGAP10,Affinity Capture-Western
PKN3,ARHGAP26,Reconstituted Complex
PKN3,ARHGAP10,Reconstituted Complex
RHOA,KCNA2,Affinity Capture-Western
RHOA,KCNA2,Reconstituted Complex
RHOA,KCNA2,Two-hybrid
ATF2,UTF1,Reconstituted Complex
UTF1,ATF2,Two-hybrid
CRK,GRB2,Reconstituted Complex
ERCC6,XPA,Reconstituted Complex
POLL,PCNA,Reconstituted Complex
TEAD1,MAX,Reconstituted Complex
TEAD1,MAX,Affinity Capture-Western
PINX1,TERF1,Affinity Capture-Western
TERF1,PINX1,Reconstituted Complex
PINX1,TERT,Affinity Capture-Western
PINX1,TERT,Reconstituted Complex
CDH5,PKP4,Two-hybrid
AR,NCOA4,Two-hybrid
NCOA4,AR,Reconstituted Complex
NCK1,LCP2,Reconstituted Complex
ALOX5,TGFBRAP1,Two-hybrid
RAC1,SYNJ2,Two-hybrid
SYNJ2,RAC1,Reconstituted Complex
RAC1,SYNJ2,Affinity Capture-Western
RAF1,YWHAZ,Reconstituted Complex
RAF1,YWHAZ,Affinity Capture-Western
CD151,PTGFRN,Affinity Capture-Western
CD81,PTGFRN,Affinity Capture-Western
CD9,PTGFRN,Affinity Capture-Western
CD63,PTGFRN,Affinity Capture-Western
PTGFRN,CD82,Affinity Capture-Western
TLX2,YWHAH,Reconstituted Complex
YWHAH,TLX2,Affinity Capture-Western
MCM3,MCM3AP,Affinity Capture-Western
RB1,RAF1,Reconstituted Complex
RBL2,RAF1,Reconstituted Complex
RAF1,RB1,Two-hybrid
RAF1,RBL2,Two-hybrid
RAF1,RB1,Affinity Capture-Western
RAF1,RBL2,Affinity Capture-Western
MAGEA1,HLA-A,Reconstituted Complex
SRC,SKAP1,Reconstituted Complex
LYN,SKAP1,Reconstituted Complex
FYN,SKAP1,Reconstituted Complex
LCK,SKAP1,Reconstituted Complex
MAP3K5,YWHAZ,Affinity Capture-Western
ARL2,ARL2BP,Co-fractionation
ARL2BP,Slc25a4,Reconstituted Complex
NPPA,EPB41,Reconstituted Complex
CNTNAP2,EPB41L3,Reconstituted Complex
GRIN2A,DLG4,Affinity Capture-Western
MIF,COPS5,Affinity Capture-Western
MIF,COPS5,Reconstituted Complex
BRCA2,FLNA,Two-hybrid
CUBN,GIF,Reconstituted Complex
SYNC,DES,Two-hybrid
SYNC,DES,Affinity Capture-Western
MSH2,MSH3,Reconstituted Complex
MSH2,MSH6,Reconstituted Complex
COPA,ARFGAP1,Reconstituted Complex
DHX9,AKAP8L,Two-hybrid
DHX9,AKAP8L,Reconstituted Complex
NGFR,NGFRAP1,Affinity Capture-Western
NGFR,NGFRAP1,Reconstituted Complex
ARRB1,CSK,Affinity Capture-Western
PLG,CHGA,Biochemical Activity
NFYB,MYC,Affinity Capture-Western
NFYB,MYC,Reconstituted Complex
PDK1,PKN2,Affinity Capture-Western
PDK1,PKN1,Affinity Capture-Western
RELA,RXRA,Reconstituted Complex
NFKB1,RXRA,Reconstituted Complex
XPO1,ELAVL1,Affinity Capture-Western
ANP32A,XPO1,Affinity Capture-Western
TNFSF13,XPO1,Affinity Capture-Western
FAS,UBE2I,Affinity Capture-Western
PML,DAXX,Two-hybrid
MYB,CEBPE,Reconstituted Complex
RELA,SP1,Reconstituted Complex
SP1,RELA,Reconstituted Complex
SP1,NFKB1,Reconstituted Complex
SP1,NFKB2,Reconstituted Complex
SP1,REL,Reconstituted Complex
DPEP1,DPEP1,Reconstituted Complex
KCNJ4,LIN7B,Two-hybrid
LIN7B,KCNJ4,Affinity Capture-Western
CXCL8,CXCL8,Reconstituted Complex
MAP3K1,DVL2,Affinity Capture-Western
AXIN1,MAP3K1,Affinity Capture-Western
AXIN1,DVL2,Affinity Capture-Western
MAP3K1,AXIN1,Affinity Capture-Western
CRY1,PER2,Affinity Capture-Western
PER2,CRY1,Affinity Capture-Western
HAP1,HTT,Two-hybrid
HAP1,HTT,Reconstituted Complex
HAP1,DCTN1,Reconstituted Complex
HAP1,HTT,Affinity Capture-Western
HAP1,DCTN1,Affinity Capture-Western
MAPT,SNCA,Reconstituted Complex
SNCA,MAPT,Co-purification
NOS2,SLC9A3R1,Reconstituted Complex
TNFRSF1A,DAPK1,Affinity Capture-Western
KRIT1,DAPK1,Affinity Capture-Western
FADD,CASP8,Affinity Capture-Western
FADD,TRADD,Affinity Capture-Western
FADD,DAPK1,Affinity Capture-Western
YWHAQ,DAPK1,Affinity Capture-Western
JADE1,VHL,Affinity Capture-Western
VHL,VBP1,Two-hybrid
PER2,CRY2,Two-hybrid
NKX2-1,PTRF,Reconstituted Complex
PTRF,TFF1,Affinity Capture-Western
PACSIN3,DNM1,Reconstituted Complex
PACSIN3,SYNJ1,Reconstituted Complex
PACSIN3,WASL,Reconstituted Complex
PACSIN2,DNM1,Reconstituted Complex
PACSIN2,SYNJ1,Reconstituted Complex
PACSIN2,WASL,Reconstituted Complex
PACSIN1,DNM1,Reconstituted Complex
PACSIN1,SYNJ1,Reconstituted Complex
PACSIN1,WASL,Reconstituted Complex
PACSIN1,PACSIN2,Two-hybrid
PACSIN1,PACSIN1,Reconstituted Complex
PACSIN1,PACSIN2,Reconstituted Complex
PACSIN1,PACSIN3,Reconstituted Complex
PACSIN2,PACSIN1,Reconstituted Complex
PACSIN2,PACSIN2,Reconstituted Complex
PACSIN2,PACSIN3,Reconstituted Complex
PACSIN3,PACSIN1,Reconstituted Complex
PACSIN3,PACSIN2,Reconstituted Complex
PACSIN3,PACSIN3,Reconstituted Complex
PACSIN2,PACSIN1,Two-hybrid
PACSIN2,PACSIN2,Two-hybrid
PACSIN3,PACSIN1,Two-hybrid
PACSIN3,PACSIN3,Two-hybrid
SOS1,GRB2,Reconstituted Complex
SHANK1,SHARPIN,Two-hybrid
SHARPIN,SHARPIN,Affinity Capture-Western
SHANK1,SHARPIN,Affinity Capture-Western
MECOM,SMAD3,Affinity Capture-Western
MECOM,SMAD3,Reconstituted Complex
GOLGA4,ARL3,Two-hybrid
GOLGA4,ARL1,Two-hybrid
ARL3,ARL2BP,Two-hybrid
ARL3,UNC119,Two-hybrid
AP2M1,CTLA4,Co-crystal Structure
XPC,CETN2,Co-purification
XPC,RAD23B,Co-purification
CETN2,XPC,Reconstituted Complex
RANBP10,RAN,Affinity Capture-Western
RANBP10,MET,Affinity Capture-Western
RANBP10,MET,Reconstituted Complex
RANBP10,RAN,Reconstituted Complex
COL7A1,LAMA5,Reconstituted Complex
COL7A1,LAMA5,Affinity Capture-Western
BHMT,BHMT,Co-crystal Structure
FLT4,ITGB1,Affinity Capture-Western
XPO1,NXT1,Reconstituted Complex
MKI67,CBX3,Two-hybrid
MKI67,CBX3,Reconstituted Complex
PRPF40A,WBP5,Far Western
PRPF40A,FMNL3,Far Western
PRPF40A,MECP2,Far Western
PRPF40A,ZFHX3,Far Western
VAMP4,STX6,Affinity Capture-Western
VAMP4,STX16,Affinity Capture-Western
VAMP4,VTI1A,Affinity Capture-Western
VAMP4,VTI1B,Affinity Capture-Western
VAMP3,STX6,Affinity Capture-Western
VAMP3,VTI1A,Affinity Capture-Western
STX16,VAMP3,Affinity Capture-Western
STX16,VAMP4,Affinity Capture-Western
STX6,VAMP3,Affinity Capture-Western
STX6,VAMP4,Affinity Capture-Western
STX6,VAMP8,Affinity Capture-Western
TP53,TFDP1,Affinity Capture-Western
TP53,TFDP1,Reconstituted Complex
PPBP,PPBP,Co-crystal Structure
COL17A1,DST,Co-localization
COL17A1,DST,Two-hybrid
CD9,ITGB1,Affinity Capture-Western
CD63,ITGB1,Affinity Capture-Western
CD81,ITGB1,Affinity Capture-Western
CD151,ITGB1,Affinity Capture-Western
IKBKB,TNFRSF1A,Affinity Capture-Western
CHUK,CHUK,Affinity Capture-Western
TNFRSF1A,IKBKG,Affinity Capture-Western
IKBKG,TNFAIP3,Two-hybrid
TNFAIP3,IKBKG,Affinity Capture-Western
TP53,NFKBIA,Affinity Capture-Western
TP53,NFKBIA,Two-hybrid
SP1,PURA,Affinity Capture-Western
TOP2A,TOP2B,Reconstituted Complex
SMC4,SMC2,Affinity Capture-Western
SMC3,SMC1A,Affinity Capture-Western
A1CF,SYNCRIP,Two-hybrid
A1CF,SYNCRIP,Affinity Capture-Western
A1CF,SYNCRIP,Reconstituted Complex
A1CF,APOBEC1,Affinity Capture-Western
A1CF,APOBEC1,Reconstituted Complex
TJAP1,DLG1,Affinity Capture-Western
TJAP1,DLG1,Two-hybrid
NCL,TOP1,Affinity Capture-Western
NCL,TOP1,Reconstituted Complex
SYK,SYK,Co-crystal Structure
NTRK1,SHC1,Two-hybrid
NTRK1,ARHGAP32,Two-hybrid
ARHGAP32,NTRK1,Affinity Capture-Western
ARHGAP32,NTRK1,Reconstituted Complex
ARHGAP32,CRKL,Reconstituted Complex
ARHGAP32,CRKL,Affinity Capture-Western
ARHGAP32,BCAR1,Affinity Capture-Western
ARHGAP32,CDC42,Biochemical Activity
ARHGAP32,RHOA,Biochemical Activity
ARHGAP32,SHC2,Affinity Capture-Western
ARHGAP32,SHC3,Affinity Capture-Western
SHC3,ARHGAP32,Reconstituted Complex
PRKCE,MYH9,Affinity Capture-Western
PRKCE,COPB2,Affinity Capture-Western
PRKCE,KRT1,Affinity Capture-Western
PRKCE,ACTA1,Affinity Capture-Western
PRKCE,COPB2,Affinity Capture-MS
PRKCE,KRT1,Affinity Capture-MS
PRKCE,MYH9,Affinity Capture-MS
PRKCE,ACTA1,Affinity Capture-MS
FCGR2A,LYN,Affinity Capture-Western
FCGR2A,SYK,Reconstituted Complex
FCGR2A,PIK3R1,Reconstituted Complex
LYN,CSF2RB,Protein-peptide
LCK,PIK3CA,Reconstituted Complex
LCK,PI4KA,Reconstituted Complex
ABCB7,FECH,Reconstituted Complex
ABCB7,FECH,Affinity Capture-Western
CD180,LY86,Affinity Capture-Western
MAPK14,MEF2A,Biochemical Activity
IL12RB1,IL23R,Affinity Capture-Western
IL23A,IL23R,Reconstituted Complex
IL23A,IL12RB1,Reconstituted Complex
RB1,E2F1,Two-hybrid
RB1,E2F4,Two-hybrid
RB1,E4F1,Two-hybrid
E4F1,RB1,Reconstituted Complex
E4F1,RB1,Affinity Capture-Western
BLOC1S6,STX12,Two-hybrid
BLOC1S6,STX12,Affinity Capture-Western
PTPN7,MAPK3,Reconstituted Complex
NR3C1,NCL,Reconstituted Complex
KPNA3,RCC1,Reconstituted Complex
PTBP1,PTBP1,Two-hybrid
PTBP1,HNRNPL,Reconstituted Complex
SYTL4,RAB8A,Affinity Capture-Western
SYTL4,RAB27A,Affinity Capture-Western
SYTL4,RAB8A,Reconstituted Complex
SYTL4,RAB27A,Reconstituted Complex
ARHGEF11,PLXNB2,Affinity Capture-Western
ARHGEF12,PLXNB2,Affinity Capture-Western
PIAS2,AR,Reconstituted Complex
CASP8,NR1H4,Reconstituted Complex
CCL3L1,CCR5,Reconstituted Complex
MBIP,MAP3K12,Two-hybrid
MBIP,MAP3K12,Affinity Capture-Western
F2,CPB2,Reconstituted Complex
F2,THBD,Reconstituted Complex
NR6A1,UIMC1,Reconstituted Complex
TNNC1,TNNI3,Co-crystal Structure
NCAPD2,SMC4,Affinity Capture-Western
NCAPD2,SMC2,Affinity Capture-Western
RHOG,MAP3K11,Reconstituted Complex
RHOG,IQGAP2,Reconstituted Complex
CTNNA1,CTNNB1,Reconstituted Complex
PXN,PABPC1,Affinity Capture-Western
KPNB1,NUP153,Reconstituted Complex
ATP6V1H,ATP6V1E1,Reconstituted Complex
NPDC1,E2F1,Reconstituted Complex
NPDC1,TFDP1,Reconstituted Complex
NPDC1,CCND1,Reconstituted Complex
NPDC1,CCND2,Reconstituted Complex
NPDC1,CCND3,Reconstituted Complex
NPDC1,CDK2,Reconstituted Complex
NPDC1,E2F1,Two-hybrid
CBL,UBE2L3,Reconstituted Complex
FOXH1,SMAD3,Affinity Capture-Western
FOXH1,SMAD2,Affinity Capture-Western
C1QA,DCN,Reconstituted Complex
GAB2,ZAP70,Affinity Capture-Western
GAB2,CD247,Affinity Capture-Western
GAB2,LAT,Affinity Capture-Western
FLNA,RALA,Affinity Capture-Western
FLNA,RALA,Reconstituted Complex
PSEN2,SRI,Affinity Capture-Western
IL13RA1,TYK2,Affinity Capture-Western
KHDRBS1,KHDRBS1,Affinity Capture-Western
DLG4,PTPRG,Two-hybrid
RAF1,PRKG1,Affinity Capture-Western
NR2F1,SP1,Reconstituted Complex
SEMA4C,DLG4,Two-hybrid
SEMA4C,DLG3,Two-hybrid
SEMA4C,DLG2,Two-hybrid
SEMA4C,DLG4,Affinity Capture-Western
SEMA4C,DLG4,Reconstituted Complex
CD2,CD5,Affinity Capture-Western
POU3F1,HMGA1,Reconstituted Complex
VAMP1,VAPB,Reconstituted Complex
VAMP2,VAPB,Reconstituted Complex
VAPA,VAPB,Reconstituted Complex
GNB2L1,PTPRM,Affinity Capture-Western
GNB2L1,PTPRM,Two-hybrid
TLR4,LY96,Affinity Capture-Western
PTPRC,LCK,Reconstituted Complex
BUB1B,CENPE,Affinity Capture-Western
SMAD3,MEN1,Affinity Capture-Western
KDR,ACP1,Two-hybrid
CGN,TJP2,Reconstituted Complex
CGN,TJP1,Reconstituted Complex
PIGK,GPAA1,Affinity Capture-Western
AP2B1,BUB1B,Two-hybrid
AP2B1,BUB1B,Reconstituted Complex
BUB1B,BUB3,Two-hybrid
PTPN6,NOS1,Affinity Capture-Western
BTK,FYN,Reconstituted Complex
BTK,LYN,Reconstituted Complex
BTK,HCK,Reconstituted Complex
NCOA3,CCND1,Affinity Capture-Western
NCOA1,CCND1,Affinity Capture-Western
NCOA1,CCND1,Reconstituted Complex
COPA,PDGFRB,Affinity Capture-Western
C8A,C8G,Reconstituted Complex
PTPN22,GRB2,Affinity Capture-Western
PKD1,KRT18,Reconstituted Complex
NLK,LEF1,Affinity Capture-Western
NLK,CTNNB1,Affinity Capture-Western
NLK,TCF7L2,Affinity Capture-Western
IGF2R,PLIN3,Reconstituted Complex
SDC4,GIPC1,Affinity Capture-Western
TOP1,SRSF1,Far Western
APBA2,APP,Two-hybrid
APBA2,APP,Reconstituted Complex
FHL3,FHL2,Two-hybrid
FHL3,FHL2,FRET
NEDD9,BCAR1,Affinity Capture-Western
NEDD9,NEDD9,Affinity Capture-Western
ID2,NEDD9,Affinity Capture-Western
ID2,BCAR1,Affinity Capture-Western
NEDD9,NEDD9,Two-hybrid
NEDD9,ID2,Two-hybrid
NEDD9,ELSPBP1,Two-hybrid
TGFBR2,TGFBR3,Affinity Capture-Western
TGFBR3,TGFB1,Affinity Capture-Western
RAC1,NCKAP1,Reconstituted Complex
RAC1,NCKAP1,Affinity Capture-Western
IRF2,BRD7,Two-hybrid
IRF2,BRD7,Reconstituted Complex
GAB2,PTPN6,Affinity Capture-Western
PLG,HMGB1,Reconstituted Complex
NEDD8,NUB1,Reconstituted Complex
NUB1,PSMD4,Reconstituted Complex
GABARAP,GABARAP,Reconstituted Complex
PSMD4,NEDD8,Reconstituted Complex
NR2C1,ESR1,Affinity Capture-Western
NR2C1,ESR1,Reconstituted Complex
CSTB,CTSH,Reconstituted Complex
CSTB,CTSB,Reconstituted Complex
PTPN11,IRS1,Affinity Capture-Western
SOCS1,TCEB1,Affinity Capture-Western
SOCS1,TCEB3,Affinity Capture-Western
A2M,NGF,Reconstituted Complex
POU2F1,POU2F1,Co-crystal Structure
CLU,C8B,Reconstituted Complex
CLU,C7,Reconstituted Complex
CLU,C9,Reconstituted Complex
TOMM22,TOMM20,Affinity Capture-Western
GTF2I,PRKG1,Reconstituted Complex
PRKG1,GTF2I,Affinity Capture-Western
KPNB1,RUNX1T1,Reconstituted Complex
KPNA1,RUNX1T1,Reconstituted Complex
CALR,APOB,Affinity Capture-Western
EGR1,PITX1,Reconstituted Complex
MAPKAPK5,HSPB1,Biochemical Activity
MAPKAPK5,HSPB2,Biochemical Activity
MAPK1,GATA4,Biochemical Activity
ITM2B,BCL2,Affinity Capture-Western
SLC2A1,PTK2B,Affinity Capture-Western
STX5,NSFL1C,Reconstituted Complex
STX5,NAPA,Reconstituted Complex
CDH1,CDH1,Reconstituted Complex
KNTC1,ZW10,Affinity Capture-Western
TPSAB1,TPSAB1,Co-crystal Structure
TEK,ANGPT4,Reconstituted Complex
TIE1,ANGPT4,Reconstituted Complex
FYN,TUBA3C,Affinity Capture-Western
FYN,MAPT,Affinity Capture-Western
FYN,TUBA3C,Reconstituted Complex
FYN,MAPT,Reconstituted Complex
PRB3,ALB,Reconstituted Complex
RIPK4,PRKCB,Affinity Capture-Western
PRKCB,RIPK4,Biochemical Activity
NCOR1,RARA,Reconstituted Complex
SMAD3,NFYC,Affinity Capture-Western
SMAD2,NFYC,Affinity Capture-Western
NCOR1,RARA,Two-hybrid
NCOR1,ZBTB16,Reconstituted Complex
XIAP,CASP3,Affinity Capture-Western
XIAP,CASP4,Affinity Capture-Western
NEK2,NEK2,Co-fractionation
NEK2,NEK2,Two-hybrid
NEK2,NEK2,Reconstituted Complex
JAK1,IL21R,Affinity Capture-Western
GALNT14,MUC2,Biochemical Activity
GALNT14,MUC7,Biochemical Activity
GALNT14,MUC13,Biochemical Activity
GALNT14,MUC5AC,Biochemical Activity
TXN,TXNIP,Two-hybrid
TXN,TXNIP,Reconstituted Complex
AR,NR0B1,Affinity Capture-Western
MAP3K10,DNM1,Reconstituted Complex
GOLGA3,GOLGA3,Affinity Capture-Western
RAN,NUTF2,Co-crystal Structure
L1CAM,NCAN,Reconstituted Complex
IRAK1,TRAF6,Affinity Capture-Western
COL17A1,ACTN4,Two-hybrid
COL17A1,ACTN1,Two-hybrid
COL17A1,ACTN4,Affinity Capture-Western
COL17A1,ACTN1,Affinity Capture-Western
SH2B3,LCK,Affinity Capture-Western
JAK1,GRB2,Affinity Capture-Western
NCOA1,AR,Reconstituted Complex
NCOA1,AR,Two-hybrid
CD3D,CD8A,FRET
CD3D,CD8A,Affinity Capture-Western
BMF,BCL2,Affinity Capture-Western
BMF,BCL2L2,Affinity Capture-Western
BCL2,BMF,Affinity Capture-Western
DYNLL2,BMF,Affinity Capture-Western
BMF,MYO5A,Reconstituted Complex
MYO5A,DYNLL2,Affinity Capture-Western
TBP,GTF2A1,Reconstituted Complex
TBP,GTF2A2,Reconstituted Complex
KPNB1,NUP62,Reconstituted Complex
KPNB1,NUP54,Reconstituted Complex
KPNB1,NUP153,Reconstituted Complex
KPNB1,RANBP2,Reconstituted Complex
SOX9,NR5A1,Reconstituted Complex
NR5A1,SOX9,Affinity Capture-Western
CSTA,PI3,Reconstituted Complex
CSTA,KRT1,Reconstituted Complex
CSTA,LOR,Reconstituted Complex
CSTA,DSP,Reconstituted Complex
CSTA,IVL,Reconstituted Complex
DSP,IVL,Reconstituted Complex
PI3,KRT1,Reconstituted Complex
PI3,LOR,Reconstituted Complex
IVL,IVL,Reconstituted Complex
